time,GX,GY,GZ
1563633000000,-1.4166666666666665,0.10333333333333333,-1.2566666666666666
1563633060000,-1.26,0.01,-1.41
1563633120000,-1.345,-0.04000000000000001,-1.005
1563633180000,-1.34,-0.08,-1.1300000000000001
1563633240000,-1.3333333333333335,-0.1133333333333333,-1.1133333333333333
1563633300000,-1.32,0.10333333333333333,-1.3
1563633360000,-1.36,0.07,-1.28
1563633420000,-1.37,0.02,-1.29
1563633480000,-1.56,-0.02,-0.88
1563633540000,-1.37,-0.07333333333333333,-1.35
1563633600000,-1.18,-0.11,-1.15
1563633660000,-1.49,-0.05,-1.3
1563633720000,-1.3833333333333333,0.07666666666666666,-1.1266666666666667
1563633780000,-1.25,-0.05,-1.31
1563633840000,-1.1949999999999998,-0.04999999999999999,-1.255
1563633900000,-1.36,0.1,-1.03
1563633960000,-1.47,0.09,-1.3
1563634020000,-1.34,0.18,-1.18
1563634080000,-1.255,0.10500000000000001,-1.15
1563634140000,-1.18,0.09,-1.09
1563634200000,-1.4633333333333334,0.11333333333333334,-1.1533333333333333
1563634260000,-1.29,-0.1,-1.13
1563634320000,-1.17,-0.035,-1.275
1563634380000,-1.04,0.065,-1.1400000000000001
1563634440000,-1.24,0.23520408163265308,-1.4253061224489796
1563634500000,-1.24,0.18010204081632653,-1.1926530612244897
1563634560000,-1.2466666666666668,0.01666666666666667,-1.1233333333333333
1563634620000,-1.2149999999999999,0.030000000000000013,-1.13
1563634680000,-1.38,0.05499999999999999,-1.39
1563634740000,-1.26,-0.049999999999999996,-1.2366666666666668
1563634800000,-1.33,0.019999999999999997,-0.99
1563634860000,-1.38,0.01,-1.37
1563634920000,-1.325,0.06,-1.2349999999999999
1563634980000,-1.3233333333333335,0.17333333333333334,-1.2125
1563635040000,-1.26,0.15,-1.44
1563635100000,-1.27,-0.12,-1.37
1563635160000,-0.86,0.04,-1.04
1563635220000,-1.43,0.01,-1.03
1563635280000,-1.23,0.27666666666666667,-1.2766666666666666
1563635340000,-1.3933333333333333,0.21666666666666667,-1.2266666666666666
1563635400000,-1.16,0.08,-1.39
1563635460000,-1.1600000000000001,0.0,-1.22
1563635520000,-1.2433333333333334,0.08333333333333334,-1.1333333333333333
1563635580000,-1.1566666666666667,0.16333333333333333,-1.34
1563635640000,-1.49,0.09,-1.045
1563635700000,-1.2850000000000001,0.235,-1.205
1563635760000,-1.3399999999999999,0.11,-1.215
1563635820000,-1.3599999999999999,0.045,-1.08
1563635880000,-1.3250000000000002,0.125,-1.16
1563635940000,-1.2172727272727273,0.2576923076923077,-1.1615384615384616
1563636000000,-1.34,0.035,-1.365
1563636060000,-1.17,0.1,-1.27
1563636120000,-1.3933333333333333,-0.07666666666666666,-1.4566666666666668
1563636180000,-1.23,0.20333333333333334,-1.2866666666666668
1563636240000,-1.2733333333333334,-0.02333333333333333,-1.13
1563636300000,-1.25,-0.03,-1.18
1563636360000,-1.425,0.13999999999999999,-1.1349999999999998
1563636420000,-1.2175,0.16750000000000004,-1.24
1563636480000,-1.18,-0.11,-1.26
1563636540000,-1.2666666666666666,0.11333333333333334,-1.0533333333333335
1563636600000,-1.2333333333333334,0.13333333333333333,-1.1133333333333333
1563636660000,-1.1433333333333333,0.12000000000000001,-1.1866666666666668
1563636720000,-1.255,-0.021666666666666667,-1.2416666666666667
1563636780000,-1.1780000000000002,-0.141,-1.076
1563636840000,-1.4,0.08,-1.23
1563636900000,-1.23,0.17,-1.32
1563636960000,-1.0733333333333335,0.1866666666666667,-1.24
1563637020000,-1.4033333333333333,0.14333333333333334,-1.3266666666666667
1563637080000,-1.4,0.31,-0.92
1563637140000,-1.3466666666666667,0.2,-1.37
1563637200000,-1.43,0.043333333333333335,-1.1966666666666665
1563637260000,-1.2417647058823529,-0.0738235294117647,-1.1241176470588237
1563637320000,-1.2888235294117647,-0.009117647058823522,-1.3005882352941176
1563637380000,-1.4466666666666665,-0.02333333333333333,-1.3599999999999999
1563637440000,-1.4058119658119657,0.04401709401709401,-1.027094017094017
1563637500000,-1.416068376068376,0.01581196581196581,-1.021965811965812
1563637560000,-1.4263247863247863,-0.01239316239316239,-1.0168376068376068
1563637620000,-1.4365811965811965,-0.04059829059829061,-1.0117094017094017
1563637680000,-1.1366666666666667,-0.02,-1.05
1563637740000,-1.23,0.015,-1.27
1563637800000,-1.4100000000000001,0.12000000000000001,-1.1400000000000001
1563637860000,-1.3233333333333333,0.06,-1.2233333333333334
1563637920000,-1.1733333333333333,0.12333333333333334,-1.4633333333333334
1563637980000,-1.23,0.06333333333333334,-1.1833333333333333
1563638040000,-1.1833333333333333,0.20666666666666667,-1.2533333333333334
1563638100000,-1.31,-0.08,-1.2966666666666666
1563638160000,-1.415,0.0,-1.115
1563638220000,-1.396,0.154,-1.1500000000000001
1563638280000,-1.45,0.05,-1.4
1563638340000,-1.162608695652174,0.26,-1.2788
1563638400000,-1.3102479338842976,-0.04363636363636364,-1.1728099173553719
1563638460000,-1.3300826446280993,0.06545454545454546,-1.1976033057851239
1563638520000,-1.3599999999999999,0.08,-1.175
1563638580000,-1.5,-0.25,-1.26
1563638640000,-1.35,0.17666666666666667,-1.07
1563638700000,-1.35,0.16,-1.095
1563638760000,-1.34,0.05,-1.11
1563638820000,-1.4,-0.21,-1.34
1563638880000,-1.3366666666666667,0.09,-1.32
1563638940000,-1.1266666666666667,0.1,-1.1600000000000001
1563639000000,-1.2325,-0.022499999999999992,-1.3075
1563639060000,-1.37,-0.003333333333333327,-1.2866666666666666
1563639120000,-1.49,0.05,-1.23
1563639180000,-1.35,0.15,-1.31
1563639240000,-1.19,0.05,-1.04
1563639300000,-1.27,0.27,-1.02
1563639360000,-1.2733333333333334,-0.07,-1.255
1563639420000,-1.2766666666666666,0.14666666666666667,-1.1433333333333333
1563639480000,-1.415,-0.035,-1.24
1563639540000,-1.44,0.18,-1.23
1563639600000,-1.27,0.25333333333333335,-1.2133333333333334
1563639660000,-1.37,-0.025000000000000022,-1.1949999999999998
1563639720000,-1.31,0.27,-1.44
1563639780000,-1.2166666666666668,0.005000000000000001,-1.23
1563639840000,-1.28,0.006666666666666668,-1.0033333333333334
1563639900000,-1.3,0.03333333333333333,-1.1833333333333333
1563639960000,-1.3567256637168144,-0.08972972972972973,-0.9854054054054054
1563640020000,-1.303628318584071,-0.20864864864864865,-1.007027027027027
1563640080000,-1.27,0.05,-1.11
1563640140000,-1.2533333333333332,0.12666666666666665,-1.16
1563640200000,-1.02,-0.03,-1.2
1563640260000,-1.225,0.115,-1.27
1563640320000,-1.21,-0.10250000000000001,-1.2666666666666666
1563640380000,-1.2166666666666666,-0.03333333333333333,-1.0833333333333333
1563640440000,-1.66,-0.11,-0.99
1563640500000,-1.44,0.05,-1.15
1563640560000,-1.315,0.145,-1.19
1563640620000,-1.21,-0.05,-1.21
1563640680000,-1.225,0.15999999999999998,-1.1466666666666667
1563640740000,-1.31,-0.13,-1.36
1563640800000,-1.31,0.07,-1.2200000000000002
1563640860000,-1.3466666666666667,0.09,-1.1066666666666667
1563640920000,-1.21,0.04,-1.4
1563640980000,-1.28,0.06,-0.95
1563641040000,-1.13,0.02,-1.24
1563641100000,-1.3,0.12,-1.24
1563641160000,-1.224,0.136,-1.2
1563641220000,-1.2233333333333334,0.05333333333333333,-1.2833333333333334
1563641280000,-1.22,0.1,-1.27
1563641340000,-1.25,0.07,-1.35
1563641400000,-1.2650000000000001,-0.035,-1.2349999999999999
1563641460000,-1.25,0.045,-1.125
1563641520000,-1.1949999999999998,0.07,-1.38
1563641580000,-1.2566666666666666,0.019999999999999997,-1.22
1563641640000,-1.24,-0.06,-1.1
1563641700000,-1.36,-0.02,-1.15
1563641760000,-1.358235294117647,-0.021176470588235293,-0.986
1563641820000,-1.4066666666666667,0.06333333333333334,-1.1033333333333333
1563641880000,-1.26,-0.003333333333333341,-1.21
1563641940000,-1.27,0.04000000000000001,-1.31
1563642000000,-1.29,0.043333333333333335,-1.2833333333333334
1563642060000,-1.3066666666666666,-0.060000000000000026,-0.92
1563642120000,-1.275,0.10500000000000001,-1.1266666666666667
1563642180000,-1.47,0.11,-1.03
1563642240000,-1.4366666666666665,-0.06,-1.02
1563642300000,-1.27,-0.13,-1.14
1563642360000,-1.28,0.05,-1.16
1563642420000,-1.245,0.009999999999999981,-1.125
1563642480000,-1.31,0.21,-1.27
1563642540000,-1.225,0.10333333333333333,-1.3766666666666667
1563642600000,-1.37,0.08,-1.32
1563642660000,-1.44,-0.02,-1.27
1563642720000,-1.19,0.1,-1.32
1563642780000,-1.35,0.0066666666666666645,-1.2533333333333334
1563642840000,-1.17,0.03,-1.21
1563642900000,-1.16,0.05,-1.0666666666666667
1563642960000,-1.2799999999999998,0.09,-1.17
1563643020000,-1.455,0.0,-1.07
1563643080000,-1.46,0.12000000000000001,-1.1466666666666665
1563643140000,-1.22,0.08,-1.31
1563643200000,-1.22,-0.04000000000000001,-1.015
1563643260000,-1.39,0.19,-1.1
1563643320000,-1.355,0.175,-1.325
1563643380000,-1.165,0.09500000000000001,-0.97
1563643440000,-1.3599999999999999,0.056666666666666664,-1.12
1563643500000,-1.2799999999999998,-0.10999999999999999,-1.23
1563643560000,-1.4,0.43,-1.21
1563643620000,-1.14,0.12,-1.21
1563643680000,-1.245,-0.02,-1.1
1563643740000,-1.42,0.3,-1.21
1563643800000,-1.47,-0.08,-1.44
1563643860000,-1.31,0.08,-1.21
1563643920000,-1.176546762589928,0.21719424460431655,-0.995072463768116
1563643980000,-1.2067625899280574,0.20424460431654676,-1.0646376811594203
1563644040000,-1.236978417266187,0.191294964028777,-1.1342028985507246
1563644100000,-1.2671942446043165,0.1783453237410072,-1.203768115942029
1563644160000,-1.2974100719424462,0.1653956834532374,-1.2733333333333334
1563644220000,-1.3633333333333333,0.12,-1.145
1563644280000,-1.1804,0.1744,-1.2064
1563644340000,-1.34,0.05,-1.3499999999999999
1563644400000,-1.37,-0.02,-1.29
1563644460000,-1.26,0.38,-1.18
1563644520000,-1.31,0.34,-1.15
1563644580000,-1.23,0.05,-1.46
1563644640000,-1.1866666666666668,0.2466666666666667,-1.1333333333333333
1563644700000,-1.14,0.13,-1.21
1563644760000,-1.37,0.26,-1.15
1563644820000,-1.27,-0.01,-1.02
1563644880000,-1.29,-0.11,-1.3
1563644940000,-1.24,-0.11,-1.27
1563645000000,-1.245,-0.015,-1.09
1563645060000,-1.25,0.145,-1.1099999999999999
1563645120000,-0.98,0.16,-1.16
1563645180000,-1.3,0.01666666666666667,-1.23
1563645240000,-1.2033333333333334,-0.010000000000000002,-1.01
1563645300000,-1.305,0.14,-1.2625000000000002
1563645360000,-1.35,0.08499999999999999,-1.22
1563645420000,-1.27,0.08,-1.035
1563645480000,-1.3033333333333335,-0.02333333333333333,-1.3266666666666667
1563645540000,-1.3,0.075,-1.105
1563645600000,-1.3733333333333333,0.22666666666666668,-1.2133333333333334
1563645660000,-1.3897142857142857,-0.07790476190476191,-1.3934285714285715
1563645720000,-1.2525714285714284,-0.0721904761904762,-1.239142857142857
1563645780000,-1.3,-0.05,-1.42
1563645840000,-1.1800000000000002,-0.015,-1.115
1563645900000,-1.07,0.09363636363636363,-1.1116000000000001
1563645960000,-1.4,0.11666666666666667,-1.2166666666666666
1563646020000,-1.205,0.09,-1.1300000000000001
1563646080000,-1.29,0.01,-0.93
1563646140000,-1.31,0.25,-1.3466666666666667
1563646200000,-1.2833333333333334,-0.07,-1.0
1563646260000,-1.37,0.14,-1.34
1563646320000,-1.44,0.24,-1.25
1563646380000,-1.31,0.030000000000000027,-0.9433333333333334
1563646440000,-1.3308,-0.0031999999999999945,-1.1043478260869566
1563646500000,-1.42,0.21,-1.24
1563646560000,-1.2333333333333334,0.049999999999999996,-1.125
1563646620000,-1.33,0.18,-1.24
1563646680000,-1.22,0.01,-0.99
1563646740000,-1.315,0.095,-1.08
1563646800000,-1.1466666666666665,0.1,-1.3066666666666666
1563646860000,-1.2833333333333334,0.04,-1.24
1563646920000,-1.07,-0.05,-1.31
1563646980000,-1.24,0.3,-1.18
1563647040000,-1.072857142857143,0.03065217391304348,-1.0554347826086956
1563647100000,-1.1242857142857143,0.11326086956521739,-1.0771739130434783
1563647160000,-1.1757142857142857,0.1958695652173913,-1.098913043478261
1563647220000,-1.22,0.03,-1.28
1563647280000,-1.335,-0.0050000000000000044,-1.0350000000000001
1563647340000,-1.22,0.08,-1.2233333333333334
1563647400000,-1.3733333333333333,-0.01,-1.11
1563647460000,-1.24,-0.06,-1.1800000000000002
1563647520000,-1.44,0.26,-1.1785714285714284
1563647580000,-1.3833333333333333,0.09333333333333334,-1.1966666666666668
1563647640000,-1.2833333333333334,0.13666666666666666,-1.2766666666666666
1563647700000,-1.22,0.19,-1.06
1563647760000,-1.44,-0.013333333333333332,-1.0966666666666667
1563647820000,-1.36,0.18,-1.24
1563647880000,-1.217142857142857,-0.08928571428571429,-1.0785714285714287
1563647940000,-1.4233333333333333,0.060000000000000005,-1.1966666666666668
1563648000000,-1.02,-0.08600000000000001,-1.262
1563648060000,-1.4,0.10666666666666667,-1.2966666666666666
1563648120000,-1.37,0.16,-0.89
1563648180000,-1.2933333333333334,0.09333333333333334,-1.1833333333333333
1563648240000,-1.18,0.13,-1.3
1563648300000,-1.05,0.03,-1.07
1563648360000,-1.14,0.11,-0.95
1563648420000,-1.29,-0.045,-1.095
1563648480000,-1.22,-0.09,-1.19
1563648540000,-1.325,0.0049999999999999906,-1.0899999999999999
1563648600000,-1.28,0.215,-1.085
1563648660000,-0.98,0.15,-1.0
1563648720000,-1.53,0.05,-1.37
1563648780000,-1.2433333333333334,0.16333333333333333,-1.11
1563648840000,-1.47,0.01,-1.01
1563648900000,-1.2866666666666666,-0.08666666666666668,-1.0466666666666666
1563648960000,-1.3616,0.14279999999999998,-1.354
1563649020000,-1.1633333333333333,-0.05,-0.9
1563649080000,-1.16,0.26,-1.18
1563649140000,-1.5066666666666668,0.08000000000000002,-1.1099999999999999
1563649200000,-1.2303225806451612,-0.11129032258064515,-1.323225806451613
1563649260000,-1.3561290322580644,-0.014516129032258046,-1.0812903225806452
1563649320000,-1.175,0.095,-1.21
1563649380000,-1.27,-0.03,-1.05
1563649440000,-1.24,-0.09,-1.24
1563649500000,-1.33,0.015,-1.2200000000000002
1563649560000,-1.155,0.095,-1.31
1563649620000,-1.39,0.03,-1.03
1563649680000,-1.35,0.02,-1.1
1563649740000,-1.24,0.1,-1.17
1563649800000,-1.25,0.25,-1.05
1563649860000,-1.37,0.02666666666666667,-1.11
1563649920000,-1.25,0.2733333333333333,-1.1666666666666665
1563649980000,-1.14,0.0,-1.31
1563650040000,-1.25,-0.009999999999999998,-1.1400000000000001
1563650100000,-1.205,-0.07500000000000001,-1.1
1563650160000,-0.99,-0.08,-1.27
1563650220000,-1.23,-0.04,-1.17
1563650280000,-1.2650000000000001,0.16499999999999998,-1.075
1563650340000,-1.34,0.04,-1.18
1563650400000,-1.1466666666666667,0.17,-1.1533333333333333
1563650460000,-1.34,0.24,-0.88
1563650520000,-1.295,-0.075,-1.24
1563650580000,-1.225,-0.095,-1.19
1563650640000,-1.36,0.016666666666666663,-1.05
1563650700000,-1.28,0.05,-0.91
1563650760000,-1.2033333333333334,0.18666666666666668,-1.0633333333333332
1563650820000,-1.21,-0.25,-1.33
1563650880000,-1.23,0.05500000000000002,-1.435
1563650940000,-1.3133333333333332,-0.16999999999999998,-1.1233333333333333
1563651000000,-1.1866666666666668,0.195,-1.175
1563651060000,-1.26,-0.1,-1.26
1563651120000,-1.19,0.0948,-1.0776000000000001
1563651180000,-1.27,0.053333333333333344,-1.1066666666666667
1563651240000,-1.47,0.04,-1.22
1563651300000,-1.3366666666666667,0.17333333333333334,-1.1
1563651360000,-1.22,-0.08,-1.1
1563651420000,-1.28,0.045,-1.2149999999999999
1563651480000,-1.36,0.13,-1.11
1563651540000,-1.3766666666666667,0.14,-1.1433333333333333
1563651600000,-1.35,0.060000000000000026,-1.175
1563651660000,-1.43,0.09,-1.18
1563651720000,-1.1733333333333333,0.07666666666666667,-1.22
1563651780000,-1.205,-0.08,-1.06
1563651840000,-1.3066666666666666,0.31666666666666665,-1.1666666666666665
1563651900000,-1.1333333333333333,0.046666666666666676,-1.2166666666666666
1563651960000,-1.37,-0.02,-1.11
1563652020000,-1.27,0.09999999999999999,-1.135
1563652080000,-1.38,0.16,-1.24
1563652140000,-1.27,0.18,-1.2533333333333334
1563652200000,-1.18,0.2,-1.21
1563652260000,-1.38,0.03333333333333333,-1.3033333333333335
1563652320000,-1.21,0.28,-1.29
1563652380000,-1.34,0.035,-1.0
1563652440000,-1.3199999999999998,0.039999999999999994,-1.0
1563652500000,-1.275,0.075,-1.21
1563652560000,-1.364285714285714,0.215625,-1.1668749999999999
1563652620000,-1.03,0.03,-1.33
1563652680000,-1.03,0.06666666666666665,-1.1433333333333333
1563652740000,-1.2289705882352941,-0.04448529411764706,-1.3173529411764706
1563652800000,-1.2025,-0.03125,-1.335
1563652860000,-1.34,0.07,-1.27
1563652920000,-1.2666666666666666,-0.026666666666666672,-1.29
1563652980000,-1.3266666666666667,-0.08,-1.2833333333333334
1563653040000,-1.2166666666666666,0.003333333333333355,-1.0666666666666667
1563653100000,-1.3033333333333335,0.2,-1.1
1563653160000,-1.181098901098901,0.07505494505494506,-1.3913186813186813
1563653220000,-1.1942857142857142,0.015714285714285722,-1.1671428571428573
1563653280000,-1.1833333333333333,0.19666666666666666,-1.1866666666666665
1563653340000,-1.4,0.15,-1.11
1563653400000,-1.1333333333333333,-0.13,-1.2266666666666666
1563653460000,-1.255,0.015,-1.165
1563653520000,-0.97,0.02,-1.21
1563653580000,-1.2523076923076923,0.12461538461538461,-1.0823076923076924
1563653640000,-1.39,-0.07666666666666666,-1.4766666666666668
1563653700000,-1.21,0.009999999999999995,-1.145
1563653760000,-1.47,0.05,-1.005
1563653820000,-1.27,0.15,-1.21
1563653880000,-1.31,0.14666666666666667,-1.1933333333333334
1563653940000,-1.05,0.3,-1.25
1563654000000,-1.6,0.10666666666666667,-1.1766666666666665
1563654060000,-1.3066666666666666,-0.03,-1.24
1563654120000,-1.35,0.15,-1.47
1563654180000,-1.36,-0.11,-1.09
1563654240000,-1.04,-0.01999999999999999,-1.205
1563654300000,-1.31,0.06,-1.11
1563654360000,-1.1733333333333333,0.18,-1.32
1563654420000,-1.18,0.0,-1.21
1563654480000,-1.27,0.27,-1.05
1563654540000,-1.29,0.22,-1.11
1563654600000,-1.32,-0.048,-1.048
1563654660000,-1.2533333333333334,0.12,-1.28
1563654720000,-1.3169230769230769,0.14384615384615385,-1.139230769230769
1563654780000,-1.27,0.05666666666666667,-1.2833333333333334
1563654840000,-1.25,-0.19,-1.03
1563654900000,-1.165,0.125,-1.175
1563654960000,-1.5,-0.16,-1.18
1563655020000,-1.27,0.06,-1.31
1563655080000,-1.0933333333333335,0.08333333333333333,-1.23
1563655140000,-1.298,0.046,-1.0715384615384616
1563655200000,-1.39,0.18,-1.2
1563655260000,-1.36,-0.035,-1.225
1563655320000,-1.34,0.05,-1.15
1563655380000,-1.33,0.20666666666666667,-1.2333333333333334
1563655440000,-1.2566666666666666,-0.05666666666666667,-1.0366666666666666
1563655500000,-1.0899999999999999,0.15000000000000002,-1.1600000000000001
1563655560000,-1.26,0.07,-1.18
1563655620000,-1.18,0.10333333333333333,-1.1033333333333333
1563655680000,-1.21,0.08000000000000002,-1.0550000000000002
1563655740000,-1.23,0.05,-1.26
1563655800000,-1.39,0.05,-1.28
1563655860000,-1.17,0.0,-1.0
1563655920000,-0.9,0.25,-1.4
1563655980000,-1.0750000000000002,-0.015,-1.15
1563656040000,-1.29,-0.03,-1.28
1563656100000,-1.355,-0.024999999999999994,-1.115
1563656160000,-1.19,0.02,-0.82
1563656220000,-1.09,-0.04,-1.11
1563656280000,-1.1833333333333333,0.020000000000000004,-1.09
1563656340000,-1.25,-0.03,-1.3
1563656400000,-1.1866666666666665,0.020000000000000004,-1.055
1563656460000,-1.1400000000000001,0.155,-1.295
1563656520000,-1.33,0.004999999999999977,-1.02
1563656580000,-1.32,0.23,-0.89
1563656640000,-1.1600000000000001,-0.07,-1.06
1563656700000,-1.2,0.055,-1.025
1563656760000,-1.25,0.19,-1.26
1563656820000,-1.18,0.18,-1.19
1563656880000,-1.24,0.18,-1.02
1563656940000,-1.3250000000000002,0.0,-1.205
1563657000000,-1.3399999999999999,0.18666666666666665,-1.19
1563657060000,-1.3376000000000001,0.041999999999999996,-1.057037037037037
1563657120000,-1.1466666666666667,0.026666666666666665,-1.2766666666666666
1563657180000,-1.13,0.18,-1.27
1563657240000,-1.3033333333333335,0.026666666666666665,-1.0933333333333335
1563657300000,-1.2533333333333332,-0.010000000000000002,-1.23
1563657360000,-1.1233333333333333,0.19666666666666666,-1.03
1563657420000,-1.04,0.17,-0.95
1563657480000,-1.5,0.19,-0.9
1563657540000,-1.2666666666666666,0.03666666666666667,-1.03
1563657600000,-1.12,0.07,-0.98
1563657660000,-1.2200000000000002,0.015,-1.055
1563657720000,-1.24,0.060000000000000005,-1.2233333333333334
1563657780000,-1.05,0.11,-1.23
1563657840000,-1.26,-0.005000000000000001,-1.21
1563657900000,-1.185,0.025,-1.0550000000000002
1563657960000,-1.48,0.17,-1.4
1563658020000,-1.2666666666666666,-0.033333333333333326,-1.1433333333333333
1563658080000,-1.1933333333333334,-0.11999999999999998,-1.1733333333333333
1563658140000,-1.18,0.08,-1.21
1563658200000,-1.315,0.09,-1.185
1563658260000,-1.15,0.1,-1.2
1563658320000,-1.33,0.02,-1.3033333333333335
1563658380000,-1.16,0.18,-1.27
1563658440000,-1.3133333333333332,0.02333333333333333,-1.05
1563658500000,-1.185,-0.035,-1.21
1563658560000,-1.255,0.025,-1.19
1563658620000,-1.04,0.19,-1.175
1563658680000,-1.18,0.07,-1.3
1563658740000,-1.225,0.06,-1.175
1563658800000,-1.1933333333333334,0.22333333333333333,-1.2733333333333334
1563658860000,-1.316,0.016,-1.1340000000000001
1563658920000,-1.3033333333333332,0.08,-1.05
1563658980000,-1.19,-0.006666666666666668,-1.08
1563659040000,-1.21,0.29,-1.26
1563659100000,-1.41,-0.02,-1.46
1563659160000,-1.26,0.085,-1.18
1563659220000,-1.33,-0.14,-1.21
1563659280000,-1.1266666666666667,-1.3877787807814457e-17,-1.2466666666666666
1563659340000,-0.99,0.17,-1.06
1563659400000,-1.05,0.04,-1.3
1563659460000,-1.38,0.09,-1.2
1563659520000,-1.18,0.1,-1.08
1563659580000,-1.3333333333333333,0.006666666666666668,-1.2866666666666666
1563659640000,-1.0233333333333334,-0.10666666666666666,-1.19
1563659700000,-1.1,0.09,-1.0
1563659760000,-1.29,0.18,-1.17
1563659820000,-1.42,-0.04666666666666667,-1.07
1563659880000,-1.22,0.15,-0.92
1563659940000,-1.2966666666666666,0.13,-1.12
1563660000000,-1.21,0.21,-1.06
1563660060000,-1.295,-0.065,-1.15
1563660120000,-1.1183333333333334,-0.049166666666666664,-1.1225
1563660180000,-1.15,0.07,-1.03
1563660240000,-1.11,0.02,-1.08
1563660300000,-1.3399999999999999,-0.08,-1.12
1563660360000,-1.2157142857142857,0.05,-1.045
1563660420000,-1.5,0.08,-0.96
1563660480000,-1.16,0.02,-1.14
1563660540000,-1.07,-0.08666666666666667,-1.2466666666666666
1563660600000,-1.47,0.065,-1.215
1563660660000,-1.14,0.13,-1.24
1563660720000,-1.19,0.06,-1.26
1563660780000,-1.32,0.06,-1.18
1563660840000,-1.335,0.07500000000000001,-1.18
1563660900000,-1.2149999999999999,0.11,-1.26
1563660960000,-1.0566666666666666,0.12,-1.2233333333333334
1563661020000,-0.9550000000000001,-0.010000000000000002,-1.035
1563661080000,-1.3,-0.06,-0.94
1563661140000,-1.3,0.11333333333333334,-1.14
1563661200000,-1.24,-0.065,-1.1800000000000002
1563661260000,-1.1366666666666667,0.023333333333333345,-1.06
1563661320000,-1.1766666666666665,0.19999999999999998,-1.13
1563661380000,-1.2833333333333334,0.010000000000000009,-1.12
1563661440000,-1.24,0.21,-1.03
1563661500000,-1.31,0.15,-1.0433333333333332
1563661560000,-1.11,0.03,-1.27
1563661620000,-0.87,0.09,-1.11
1563661680000,-1.2366666666666668,0.19666666666666666,-1.1533333333333333
1563661740000,-1.47,0.07333333333333333,-0.9666666666666667
1563661800000,-1.1733333333333333,0.09333333333333332,-1.1466666666666667
1563661860000,-1.2375,0.14500000000000002,-1.12
1563661920000,-1.21,0.08,-1.08
1563661980000,-1.12,0.0,-1.2149999999999999
1563662040000,-1.15,0.24,-1.02
1563662100000,-1.15,0.0475,-1.1325
1563662160000,-1.2866666666666666,-0.003333333333333334,-1.2466666666666666
1563662220000,-1.35,0.09,-1.33
1563662280000,-1.3033333333333332,0.11333333333333334,-1.1666666666666665
1563662340000,-1.4295774647887323,0.09084507042253522,-1.1778873239436618
1563662400000,-1.3070422535211268,0.03591549295774647,-1.1652112676056336
1563662460000,-1.184507042253521,-0.019014084507042256,-1.1525352112676055
1563662520000,-1.27,0.11,-1.21
1563662580000,-1.05,0.09,-1.27
1563662640000,-1.27,-0.0325,-1.11
1563662700000,-1.32,0.145,-1.04
1563662760000,-1.18,0.15,-1.32
1563662820000,-1.1,0.12,-1.08
1563662880000,-1.1925,-0.047500000000000014,-1.085
1563662940000,-1.1833333333333333,0.003333333333333334,-1.1533333333333333
1563663000000,-1.31,0.12,-1.2
1563663060000,-1.205,0.015,-1.095
1563663120000,-1.21,0.05,-1.22
1563663180000,-1.08,-0.025,-1.24
1563663240000,-1.06,0.145,-1.07
1563663300000,-1.3266666666666667,-0.05333333333333333,-1.0999999999999999
1563663360000,-1.17,0.06,-1.37
1563663420000,-1.12,-0.15,-1.21
1563663480000,-1.11,0.006666666666666668,-1.2633333333333334
1563663540000,-1.32,0.04666666666666667,-1.1233333333333333
1563663600000,-1.3266666666666667,-0.08,-1.34
1563663660000,-1.1833333333333333,-0.03,-1.0533333333333332
1563663720000,-1.4766666666666666,0.053333333333333344,-1.18
1563663780000,-1.1733333333333333,0.175,-1.17
1563663840000,-1.0899999999999999,0.035,-1.225
1563663900000,-1.19,0.17,-1.31
1563663960000,-1.23,-0.21,-1.06
1563664020000,-1.2372340425531916,-0.13085106382978723,-1.2668085106382978
1563664080000,-1.2308510638297872,0.028723404255319163,-1.1902127659574468
1563664140000,-1.29,0.15,-1.28
1563664200000,-1.08,0.020000000000000004,-1.1266666666666667
1563664260000,-1.28,0.04,-1.09
1563664320000,-1.1600000000000001,0.14333333333333334,-0.9966666666666667
1563664380000,-1.18,-0.07230769230769232,-1.2784615384615385
1563664440000,-1.33,0.05500000000000002,-1.2658333333333334
1563664500000,-1.255,-0.044999999999999984,-1.275
1563664560000,-1.42,0.15,-1.15
1563664620000,-1.2566666666666666,0.13666666666666666,-1.1800000000000002
1563664680000,-1.21,-0.03,-1.15
1563664740000,-1.42,-0.08,-0.91
1563664800000,-1.0799999999999998,0.135,-1.185
1563664860000,-1.19,-0.020000000000000004,-1.29
1563664920000,-1.23875,-0.09125,-1.11
1563664980000,-1.07,0.15,-0.95
1563665040000,-1.1300000000000001,0.15,-1.3633333333333333
1563665100000,-1.2061818181818182,0.1375,-1.1046428571428573
1563665160000,-1.217090909090909,0.1,-1.1957142857142857
1563665220000,-0.99,-0.12,-1.0966666666666667
1563665280000,-1.2525,0.20249999999999999,-1.2025
1563665340000,-1.21,0.06,-1.15
1563665400000,-1.44,0.15,-1.1
1563665460000,-1.18,-0.24,-1.19
1563665520000,-1.1400000000000001,-0.16,-1.17
1563665580000,-1.31,0.15000000000000002,-1.0933333333333335
1563665640000,-1.2604,-0.027600000000000003,-1.0764
1563665700000,-1.44,0.13,-1.15
1563665760000,-1.15,-0.05,-1.04
1563665820000,-0.96,0.05,-1.47
